mOTU ID	Completeness (%)	Contamination (%)	GC (%)	N50 (bp)	Genome length (bp)	# of contigs	# of predicted genes	Longest contig	Coding density	Marker lineage in checkm	# markers in checkm	Strain heterogeneity	GTDB taxonomy	NCBI taxonomy	Metabolic pathways evaluated by KEGG-Decoder module (sulphate reduction bacteria within Deltaproteobacteria and Thermodesulfobacteria, and ammonia oxidation archaea within Thaumarchaeota)														
FJ_XM_bin_70	70.29	1.681	55.7	4687	2204259	545	2615	23855	0.903455329	f__Rhodobacteraceae (UID3356)	617	76.92	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__3107;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	
FJ_XM_bin_71	85.71	1.535	59.4	12991	3082739	343	3230	42698	0.899395078	o__Rhizobiales (UID3449)	431	71.43	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__;s__	
FJ_XM_bin_72	54.71	8.902	54.2	5630	1859262	418	1969	51534	0.910881196	c__Gammaproteobacteria (UID4202)	481	64.29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__	
FJ_XM_bin_73	51.33	9.059	67.3	4143	2280698	640	2242	28259	0.908062809	k__Bacteria (UID1453)	171	0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
FJ_XM_bin_74	83.92	3.019	38	6805	2957167	571	3078	39108	0.896137448	s__algicola (UID2846)	571	57.14	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;s__	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;s__	
FJ_XM_bin_75	76	3.571	41.9	18617	1591569	172	1701	53435	0.892525773	k__Bacteria (UID3187)	190	20	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__N074bin48;g__N074bin48;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction
FJ_XM_bin_76	79.32	1.018	51.3	7567	2808890	427	2751	29839	0.902700536	p__Bacteroidetes (UID2591)	303	50	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__;g__;s__	
FJ_XM_bin_77	74.17	8.123	47.6	10317	2945122	398	2924	53434	0.85763263	c__Deltaproteobacteria (UID3216)	247	22.22	d__Bacteria;p__Desulfobacterota;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction
FJ_XM_bin_78	69.02	2.437	65	8956	4326148	561	3709	34778	0.892582221	k__Bacteria (UID2982)	229	40	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__;s__	
FJ_XM_bin_79	55.82	8.669	64.1	2737	2148749	790	2587	10276	0.916349194	k__Bacteria (UID3187)	190	62.5	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA1149;f__UBA1149;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	Sulphate reduction
FJ_XM_bin_8	96.78	0.77	47.9	21704	4392615	328	3804	82496	0.905072432	p__Bacteroidetes (UID2591)	302	20	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__B8-G4;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__	
FJ_XM_bin_80	50.6	0.11	49.7	14920	1203786	131	1276	44981	0.9006114	c__Bacilli (UID259)	273	100	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;s__	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__Exiguobacterium;s__	
FJ_XM_bin_81	52.14	1.724	51.1	3176	1801696	592	2131	12722	0.896400731	k__Bacteria (UID203)	104	100	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
FJ_XM_bin_82	58.33	0	44.4	7579	2250420	361	2420	37749	0.840057882	k__Bacteria (UID203)	104	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__Bacillaceae_B;g__Rossellomorea;s__Rossellomorea enclensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Rossellomorea;s__	
FJ_XM_bin_83	52.19	2.878	56.7	3447	2317551	721	2624	21926	0.907246287	k__Bacteria (UID1452)	163	50	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
FJ_XM_bin_84	87.76	2.341	33.3	23049	2840877	194	2552	106694	0.904037954	s__algicola (UID2846)	571	33.33	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Seonamhaeicola;s__Seonamhaeicola sp004358095	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Seonamhaeicola;s__	
FJ_XM_bin_86	58.26	8.191	57.1	2718	2527434	937	3247	12707	0.899994981	f__Rhodobacteraceae (UID3361)	654	16.98	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivita;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Marivita;s__	
FJ_XM_bin_87	52.29	2.352	56.3	4916	3956969	943	3412	22190	0.906233394	k__Bacteria (UID2565)	140	0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Stieleria;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__	
FJ_XM_bin_88	56.55	1.685	61.3	4154	3203879	878	3245	17363	0.892645118	k__Bacteria (UID2495)	143	50	d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__SLHB01;g__;s__	d__Bacteria;p__Candidatus Hydrogenedentes;c__;o__;f__;g__;s__	
FJ_XM_bin_90	51.62	8.064	49.9	4093	2146697	551	2412	26239	0.82208641	c__Deltaproteobacteria (UID3216)	247	50	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__BM002;f__BM002;g__BM002;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__;g__;s__	Sulphate reduction
FJ_XM_bin_92	86.29	2.681	57.6	11396	2990257	365	3048	48970	0.919161207	c__Gammaproteobacteria (UID4444)	503	11.11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__	
FJ_XM_bin_93	91.63	7.347	41.6	8494	3471465	578	3223	49733	0.930564909	k__Bacteria (UID2569)	278	26.67	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12481;g__JABHCC01;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__	
FJ_XM_bin_95	95.06	3.69	54.5	16548	3612509	310	3075	44063	0.900073376	k__Bacteria (UID2569)	278	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAADJA01;g__JAADJA01;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	
FJ_XM_bin_96	56.2	3.448	69.1	6915	2473843	429	2706	27954	0.91251471	k__Bacteria (UID203)	104	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__HyVt-443;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__Sedimenticola;s__	
FJ_XM_bin_97	53.66	1.807	62.8	7632	1507326	228	1631	20146	0.886307017	o__Rhizobiales (UID3447)	416	33.33	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__;g__;s__	
FJ_XM_bin_98	74.97	4.766	59.3	2583	2464187	960	3023	14456	0.891623988	c__Gammaproteobacteria (UID4442)	309	86.67	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Ferrimonas;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Ferrimonadaceae;g__Ferrimonas;s__	
FJ_XM_bin_99	85.66	3.667	60.1	17027	2513801	208	2560	54196	0.901098871	f__Rhodobacteraceae (UID3356)	615	66.67	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	
GD_ST_bin_1	88.4	4.017	71.2	17199	3745625	298	3419	64110	0.934680564	k__Bacteria (UID3187)	188	0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
GD_ST_bin_10	72.29	4.06	64.7	3473	1505865	474	2060	13802	0.913611208	p__Cyanobacteria (UID2143)	472	94.12	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Vulcanococcus;s__Vulcanococcus sp000179255	d__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Vulcanococcus;s__	
GD_ST_bin_100	88.98	0.489	58	78341	3391574	75	3402	173639	0.883511811	f__Rhodobacteraceae (UID3360)	582	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseobacter;s__	
GD_ST_bin_101	72.77	5.877	54.7	4766	2400703	607	2747	19909	0.887677964	k__Bacteria (UID203)	104	53.85	d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__;s__	d__Bacteria;p__Nitrospinae;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__;s__	
GD_ST_bin_102	60	3.612	50.2	3338	1677545	529	1911	13337	0.935399622	p__Bacteroidetes (UID2591)	303	22.22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__UBA11426;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__	
GD_ST_bin_103	89.99	0.68	64.1	19507	3019710	236	2713	81196	0.908584775	k__Bacteria (UID2982)	229	0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter;s__	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Haloferula;s__	
GD_ST_bin_104	66.69	4.935	41.9	3836	3817871	1089	4014	15863	0.903932161	o__Cytophagales (UID2936)	454	30	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__JAAUQL01;s__	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	
GD_ST_bin_106	60.78	2.037	67.8	4946	2271889	552	2761	16996	0.911708404	k__Bacteria (UID203)	104	66.67	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__IMCC34051;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	
GD_ST_bin_108	76.61	2.28	55.8	5001	2026684	461	2338	18413	0.901919659	c__Alphaproteobacteria (UID3337)	388	50	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Halocynthiibacter_B;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Halocynthiibacter;s__	
GD_ST_bin_109	53.05	1.295	61	2993	2195848	763	2793	15899	0.900409885	f__Rhodobacteraceae (UID3360)	582	50	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseobacter;s__	
GD_ST_bin_11	69.93	3.093	43.6	2920	4541145	1599	4768	12196	0.810628143	p__Cyanobacteria (UID2192)	584	70.59	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__	d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Oscillatoriaceae;g__;s__	
GD_ST_bin_111	65.76	5.291	43.6	4407	4908765	1267	5139	25183	0.831280121	p__Cyanobacteria (UID2192)	584	59.38	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__;s__	d__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Oscillatoriaceae;g__;s__	
GD_ST_bin_112	78.91	3.846	66.8	6228	2856028	586	2974	32446	0.93611351	k__Bacteria (UID3187)	188	40	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
GD_ST_bin_113	94.75	3.278	44.9	7420	4656567	816	4464	31644	0.903630401	p__Bacteroidetes (UID2591)	302	30	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	d__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__;s__	
GD_ST_bin_114	92.58	2.486	65.7	18190	2423284	238	2516	68218	0.932099003	o__Actinomycetales (UID1663)	310	50	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__Mxb001;s__	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__;f__;g__;s__	
GD_ST_bin_116	85.77	2.599	41.9	4574	2562186	648	2747	16371	0.9115416	c__Gammaproteobacteria (UID4202)	481	58.33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Marinicellaceae;g__Marinicella;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__Marinicella;s__	
GD_ST_bin_118	64.97	6.363	49.2	6892	2884277	462	2859	26406	0.88384591	k__Bacteria (UID1452)	163	12.5	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__9FT-COMBO-55-16;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
GD_ST_bin_12	76.03	1.829	57.3	14076	1879521	188	2002	38839	0.904701874	p__Proteobacteria (UID3880)	261	66.67	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__SZUA-150;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__;s__	
GD_ST_bin_120	83.13	1.136	50.1	5445	2651520	593	2636	24469	0.893468882	k__Bacteria (UID2565)	143	100	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__4572-13;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__;g__;s__	
GD_ST_bin_121	90.29	1.133	67.3	12033	2555677	306	2707	41234	0.904422359	c__Alphaproteobacteria (UID3337)	388	50	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__SZUA-547;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	
GD_ST_bin_122	54.59	1.483	45.8	3970	1750474	480	1895	11187	0.847530123	c__Gammaproteobacteria (UID4274)	581	12.5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__;s__	
GD_ST_bin_123	62.37	1.851	61.3	3650	1481734	450	1879	14346	0.932297616	k__Bacteria (UID1453)	171	0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__SZUA-217;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__;g__;s__	
GD_ST_bin_124	56.71	7.841	45.5	3085	2298643	767	2636	12802	0.859364678	c__Deltaproteobacteria (UID3216)	247	41.18	d__Bacteria;p__Desulfobacterota;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction
GD_ST_bin_125	56.1	1.98	65.1	5228	1367009	304	1637	16174	0.899626605	k__Bacteria (UID1452)	151	50	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__WHTK01;g__WHTK01;s__	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__;f__;g__;s__	
GD_ST_bin_126	73.02	3.423	59.8	3518	4374165	1325	4812	15699	0.910572688	k__Bacteria (UID3187)	188	0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Bin61;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
GD_ST_bin_127	90.1	4.085	45.1	11086	7252747	920	6059	55647	0.862810417	p__Bacteroidetes (UID2591)	298	15.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Flavilitoribacter;s__	d__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae;g__Flavilitoribacter;s__	
GD_ST_bin_129	50.21	3.488	60.4	8013	1692800	306	1807	41205	0.91802931	c__Gammaproteobacteria (UID4202)	481	26.09	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
GD_ST_bin_13	80.03	1.224	41	17990	2260922	185	2124	79391	0.909347418	f__Flavobacteriaceae (UID2845)	548	8.33	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__	
GD_ST_bin_130	79.35	3.527	33.2	5354	2089165	497	2301	18572	0.907235641	s__algicola (UID2847)	496	33.33	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	
GD_ST_bin_131	53.03	3.418	63.6	4830	1487494	367	1709	17428	0.929884415	k__Bacteria (UID1453)	171	0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__SZUA-217;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__;g__;s__	
GD_ST_bin_134	63.61	5.507	35.7	3566	2471884	774	2768	14540	0.892271114	k__Bacteria (UID2570)	270	11.76	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__BMS3ABIN03;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	
GD_ST_bin_135	99.65	1.279	68.1	188382	3246407	21	3056	514395	0.895546952	o__Sphingomonadales (UID3310)	569	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp003355005	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__	
GD_ST_bin_136	78.55	4.021	65.9	5051	2971211	712	3214	23880	0.914658221	c__Gammaproteobacteria (UID4202)	481	26.32	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Wenzhouxiangellaceae;g__;s__	
GD_ST_bin_137	52.73	7.263	61.8	2322	3009951	1280	3638	10167	0.913589835	c__Deltaproteobacteria (UID3216)	247	14.29	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Bin61;f__SMYC01;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
GD_ST_bin_138	87.82	3.389	47.8	5615	2826896	615	3082	29125	0.91061051	s__algicola (UID2846)	571	76.47	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__	
GD_ST_bin_14	55.79	3.448	69.8	3330	4327075	1428	4686	13228	0.920410681	k__Bacteria (UID203)	104	0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
GD_ST_bin_140	67.67	9.424	54.1	4488	2564173	670	2826	18932	0.882018509	c__Deltaproteobacteria (UID3217)	280	20.83	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__JABDQA01;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfofustis;s__	Sulphate reduction
GD_ST_bin_141	60.48	6.41	39.6	2801	1346098	495	1770	11028	0.887307428	k__Bacteria (UID3187)	188	33.33	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__N074bin48;g__N074bin48;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction
GD_ST_bin_142	96.21	2.521	40.9	21033	2248998	174	2378	90164	0.889504659	k__Bacteria (UID3187)	190	33.33	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__;f__;g__;s__	d__Bacteria;p__Candidatus Dadabacteria;c__;o__;f__;g__;s__	
GD_ST_bin_143	83.7	2.653	68.5	11566	2820203	327	2856	66052	0.914932759	c__Gammaproteobacteria (UID4267)	544	25	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__	
GD_ST_bin_144	85.11	4.979	57	8837	2475876	375	2679	43101	0.886799191	p__Proteobacteria (UID3882)	261	33.33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae;g__S146-88;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__;g__;s__	
GD_ST_bin_145	94.82	3.448	70.3	8720	3020165	453	3152	38665	0.90339207	k__Bacteria (UID203)	104	8.33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JADJWR01;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__;s__	
GD_ST_bin_146	91.42	1.57	57.7	4758	2467069	620	2607	17440	0.89896867	k__Bacteria (UID2982)	229	50	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA985;s__	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__	
GD_ST_bin_147	50.09	5.172	60.8	2711	3392603	1291	3803	9999	0.895313371	k__Bacteria (UID203)	104	0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__JABWBV01;g__JABWBV01;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	
GD_ST_bin_148	92.39	1.086	60.8	94681	3041668	53	2914	368922	0.906581934	c__Alphaproteobacteria (UID3305)	349	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__;s__	
GD_ST_bin_149	80.76	3.846	67	13537	2014620	207	2198	40720	0.921186838	k__Bacteria (UID1453)	171	16.67	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA11373;g__;s__	d__Bacteria;p__Actinobacteria;c__;o__;f__;g__;s__	
GD_ST_bin_150	85.58	2.735	67.2	12655	3437883	359	3207	66230	0.924359593	k__Bacteria (UID3187)	188	20	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
GD_ST_bin_151	61.5	8.717	65.8	2367	3346832	1417	4309	9503	0.902668363	k__Bacteria (UID1453)	171	50	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__;g__;s__	
GD_ST_bin_153	82.47	5.151	61.8	9840	2015731	275	2301	23973	0.92173815	k__Bacteria (UID1453)	171	20	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__SZUA-217;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__;g__;s__	
GD_ST_bin_154	56.04	1.22	40.7	3174	2012300	678	2221	11409	0.897732676	o__Cytophagales (UID2936)	454	50	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__JAAUQL01;s__	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	
