bgc_name	membership_value	genome_name	Completeness (%)	Contamination (%)	GC (%)	N50 (bp)	Genome length (bp)	# of contigs	# of predicted genes	Longest contig	Coding density	Marker lineage in checkm	# markers in checkm	Strain heterogeneity	GTDB taxonomy	NCBI taxonomy	Metabolic pathways evaluated by KEGG-Decoder module (sulphate reduction bacteria within Deltaproteobacteria and Thermodesulfobacteria, and ammonia oxidation archaea within Thaumarchaeota)	Unnamed: 16	Unnamed: 17	Unnamed: 18	Unnamed: 19	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24	Unnamed: 25	Unnamed: 26	Unnamed: 27	Unnamed: 28	Unnamed: 29
SD_DY_contig_24549765.region001	0.0	SD_DY_bin_178	96.15	2.184	61.9	80501	6090241	156	4848	315100	0.870331298	k__Bacteria (UID3187)	188	25.0	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__RPQK01;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
GD_ZH_contig_25819278.region001	0.381933141802743	GD_ZH_bin_214	91.31	6.427	69.2	69163	4645897	132	4423	225198	0.889545973	c__Betaproteobacteria (UID3971)	425	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAABRB01;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__															
ZJ_NB_contig_13344857.region001	0.0	ZJ_NB_bin_63	94.69	8.814	68.1	49828	3400563	140	3355	201522	0.927020281	c__Betaproteobacteria (UID3971)	425	10.42	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SG8-39;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__															
GD_ZH_contig_18629089.region001	0.0	GD_ZH_bin_254	86.77	2.459	56.4	55689	2343295	64	2097	138900	0.918472387	k__Bacteria (UID2570)	273	0.0	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__;g__;s__	d__Bacteria;p__Ignavibacteriae;c__;o__;f__;g__;s__															
GD_ZH_contig_18671642.region001	0.0	GD_ZH_bin_28	71.42	2.801	65.4	64305	3764179	178	3245	197058	0.890216271	k__Bacteria (UID3187)	190	0.0	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA1149;f__UBA1149;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	Sulphate reduction														
LN_DD_contig_18266370.region001	0.0	LN_DD_bin_194	97.86	1.388	41.2	62095	2202355	52	2195	215756	0.896549568	c__Betaproteobacteria (UID3888)	387	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__GCA-2401735;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__;s__															
GD_ZH_contig_20047269.region001	0.0	GD_ZH_bin_111	88.55	3.575	65.4	66882	6563269	176	5302	279269	0.914278268	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bradymonadales;f__;g__;s__	Sulphate reduction														
GD_ZH_contig_20049290.region001	0.0	GD_ZH_bin_36	93.16	3.846	71.1	57145	4918583	156	4510	205141	0.908760442	k__Bacteria (UID1453)	171	20.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__															
GD_ZH_contig_4614422.region001	0.0	GD_ZH_bin_239	96.34	2.326	66.5	111058	3283549	66	3344	322519	0.900584997	c__Alphaproteobacteria (UID3422)	529	35.71	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__TH1-2;g__Terricaulis;s__	d__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__															
GD_ZH_contig_20448458.region001	0.391596463443382	GD_ZH_bin_51	96.63	2.521	40.9	89296	2289680	48	2311	243688	0.874689523	k__Bacteria (UID3187)	190	0.0	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__N074bin48;g__N074bin48;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction														
SD_DY_contig_774650.region001	0.391596463443383	SD_DY_bin_273	97.05	1.68	37.3	31063	3087239	249	3183	183480	0.858444031	k__Bacteria (UID3187)	190	0.0	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__N074bin48;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction														
GD_ZH_contig_20469917.region001	1.49011611938477e-08	GD_ZH_bin_20	93.95	3.26	65.1	61681	4431010	143	4214	174155	0.879419302	c__Alphaproteobacteria (UID3305)	349	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__WHUA01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__															
GD_ZH_contig_20709471.region001	2.1073424255447e-08	GD_ZH_bin_118	97.26	2.477	65.1	70941	3087382	90	2606	237849	0.917775846	k__Bacteria (UID2570)	273	16.67	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__	d__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__;f__;g__;s__															
GD_ZH_contig_20748211.region001	0.0	GD_ZH_bin_155	89.58	5.107	50.6	50462	4513660	196	3762	153665	0.923994773	k__Bacteria (UID2569)	278	46.15	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__															
GD_ZH_contig_21165519.region001	0.0	GD_ZH_bin_243	94.82	6.896	64.2	93076	4043980	102	3797	226087	0.915135527	k__Bacteria (UID203)	104	25.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
GD_ZH_contig_21300796.region001	0.0	GD_ZH_bin_20	93.95	3.26	65.1	61681	4431010	143	4214	174155	0.879419302	c__Alphaproteobacteria (UID3305)	349	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__WHUA01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__															
GD_ZH_contig_21355347.region001	0.0	GD_ZH_bin_43	98.29	3.317	56.5	19550	5790384	430	4810	152628	0.911043298	k__Bacteria (UID2982)	229	37.5	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__Arctic95D-9;s__	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__															
SD_DY_contig_8371887.region001	0.0	SD_DY_bin_520	94.2	3.354	70.9	35837	7066391	347	6278	119487	0.927929426	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__GCA-2862545;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction														
GD_ZH_contig_22468248.region001	2.58095682795178e-08	GD_ZH_bin_30	92.72	5.181	65.7	30326	5930752	300	5407	104779	0.901096946	k__Bacteria (UID1452)	163	14.29	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__JACQED01;g__JACQED01;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__															
GD_ZH_contig_22690117.region001	0.0	GD_ZH_bin_166	87.44	0.99	39.5	40272	3121079	149	2750	123980	0.91368671	p__Bacteroidetes (UID2591)	302	50.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	d__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__;s__															
GD_ZH_contig_22704700.region001	1.49011611938477e-08	GD_ZH_bin_35	78.27	0.0	68.4	70324	2743875	71	2662	214525	0.912100939	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__HyVt-429;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Acidiferrobacteraceae;g__;s__															
GD_ST_contig_20315220.region001	0.318044639012944	GD_ST_bin_14	55.79	3.448	69.8	3330	4327075	1428	4686	13228	0.920410681	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
GD_ZH_contig_22740977.region001	0.318044639012944	GD_ZH_bin_196	69.82	0.0	71.7	12068	2866421	281	2714	54086	0.924062608	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
HN_SY_contig_2457843.region001	0.307464828190206	HN_SY_bin_117	55.84	6.495	54.6	3138	1907292	652	2267	13098	0.871397523	c__Gammaproteobacteria (UID4274)	581	20.59	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__JABDQW01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
JS_LYG_contig_4273631.region001	0.307464828190206	JS_LYG_bin_142	62.82	2.844	44.9	5279	1740613	389	2010	23623	0.872894203	c__Gammaproteobacteria (UID4274)	581	68.42	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_DY_contig_6805886.region001	0.307464828190206	SD_DY_bin_344	96.44	3.488	64.8	35677	6436159	299	5201	155644	0.862883779	k__Bacteria (UID2565)	141	25.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__;f__;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__;g__;s__															
ZJ_WZ_contig_8482232.region001	0.318044639012944	ZJ_WZ_bin_250	53.2	9.28	64.3	2139	2114748	968	2301	10250	0.834736277	k__Bacteria (UID2565)	142	66.67	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA7805;g__CS4-C045;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__;g__;s__															
GD_ZH_contig_22835732.region001	0.316155225666377	GD_ZH_bin_62	89.5	3.292	69.7	35707	4023192	192	3795	121589	0.899068048	p__Proteobacteria (UID3887)	259	20.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__															
GD_ZH_contig_23039459.region001	0.0	GD_ZH_bin_221	75.77	1.912	57.1	18735	2605372	198	2247	81494	0.899518704	k__Bacteria (UID2570)	274	0.0	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__UBA10348;g__SMXL01;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__															
GD_ZH_contig_23696060.region001	0.0	GD_ZH_bin_3	92.51	3.418	66.2	42007	3965029	164	3364	129400	0.927493565	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
GD_ZH_contig_23710922.region001	0.0	GD_ZH_bin_37	91.35	0.047	56.9	15866	2986573	257	2817	66975	0.889109539	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QQUY01;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
GD_ZH_contig_24465168.region001	1.49011611938477e-08	GD_ZH_bin_27	76.88	1.724	70.7	50022	2429329	133	2350	145961	0.933879757	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__SCUD01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
GD_ZH_contig_24475604.region001	0.0	GD_ZH_bin_156	93.4	1.098	71.1	83796	4439181	79	3558	330037	0.900277519	k__Bacteria (UID2495)	147	0.0	d__Bacteria;p__ARS69;c__ARS69;o__ARS69;f__ARS69;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__															
SD_QD_contig_18601582.region001	1.49011611938477e-08	SD_QD_bin_210	91.66	1.934	46.8	64516	2579504	89	2443	132316	0.84950016	c__Deltaproteobacteria (UID3217)	280	0.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__	Sulphate reduction														
GD_ZH_contig_25188772.region002	0.0	GD_ZH_bin_81	95.06	7.51	68.7	47600	5180508	225	4745	204629	0.894228029	p__Proteobacteria (UID3887)	259	4.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__															
GD_ZH_contig_25558588.region001	1.49011611938477e-08	GD_ZH_bin_111	88.55	3.575	65.4	66882	6563269	176	5302	279269	0.914278268	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bradymonadales;f__;g__;s__	Sulphate reduction														
GD_ZH_contig_26040568.region001	0.0	GD_ZH_bin_143	51.72	1.724	56.6	54064	3363170	194	2979	224805	0.879747622	k__Bacteria (UID203)	104	100.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRKV01;g__;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__															
GD_ZH_contig_24368148.region001	0.0	GD_ZH_bin_261	93.51	4.506	64.7	56430	4238321	196	3872	205246	0.907151314	c__Gammaproteobacteria (UID4443)	451	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_QD_contig_12220853.region001	0.378675446807397	SD_QD_bin_256	80.17	0.0	63.4	17219	3666956	307	3680	76205	0.914366596	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__SZUA-309;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
ZJ_NB_contig_3017658.region001	0.378675446807397	ZJ_NB_bin_47	87.52	0.864	57.0	9640	2100539	322	2225	34725	0.891685934	c__Gammaproteobacteria (UID4443)	451	60.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
GD_ZH_contig_26260062.region001	0.0	GD_ZH_bin_3	92.51	3.418	66.2	42007	3965029	164	3364	129400	0.927493565	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
GD_ZH_contig_271760.region001	0.0	GD_ZH_bin_95	94.51	1.639	43.2	46615	2976730	103	2434	166906	0.893501864	k__Bacteria (UID2570)	273	33.33	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__SZUA-254;g__DSXQ01;s__	d__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__;f__;g__;s__															
GD_ZH_contig_3646268.region001	0.328984456938357	GD_ZH_bin_203	74.94	0.854	70.1	22223	2555212	147	2339	80650	0.925091498	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Mor1;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
GD_ZH_contig_25188772.region001	0.0	GD_ZH_bin_81	95.06	7.51	68.7	47600	5180508	225	4745	204629	0.894228029	p__Proteobacteria (UID3887)	259	4.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__															
GD_ZH_contig_4220545.region001	0.369470050303586	GD_ZH_bin_201	94.75	0.652	55.9	17756	3169294	235	3185	100993	0.893379773	c__Alphaproteobacteria (UID3305)	349	100.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SMXP01;f__SMXP01;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__															
GD_ZH_contig_4655867.region001	0.0	GD_ZH_bin_203	74.94	0.854	70.1	22223	2555212	147	2339	80650	0.925091498	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Mor1;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
GD_ZH_contig_472991.region001	0.0	GD_ZH_bin_111	88.55	3.575	65.4	66882	6563269	176	5302	279269	0.914278268	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bradymonadales;f__;g__;s__	Sulphate reduction														
GD_ZH_contig_5082637.region001	0.300592722489322	GD_ZH_bin_69	81.19	2.136	73.1	21824	4578498	267	3980	95160	0.894192202	k__Bacteria (UID1453)	171	0.0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
GD_ZH_contig_6097759.region001	1.49011611938477e-08	GD_ZH_bin_9	83.26	0.854	65.7	70278	3933267	107	3231	224540	0.881470325	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
GD_ZH_contig_6197109.region001	0.0	GD_ZH_bin_38	87.21	1.098	70.0	90515	4177969	92	3610	368786	0.925456847	k__Bacteria (UID2495)	147	0.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JABFSM01;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__															
GD_ZH_contig_6393496.region001	0.0	GD_ZH_bin_228	93.42	3.278	55.2	35922	3576446	154	2979	285457	0.887098278	k__Bacteria (UID2570)	273	0.0	d__Bacteria;p__Bacteroidota;c__SZUA-365;o__SZUA-365;f__;g__;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__															
GD_ZH_contig_690738.region001	0.0	GD_ZH_bin_38	87.21	1.098	70.0	90515	4177969	92	3610	368786	0.925456847	k__Bacteria (UID2495)	147	0.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JABFSM01;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__															
GD_ZH_contig_7111405.region001	2.1073424255447e-08	GD_ZH_bin_125	93.1	2.564	58.6	34763	5302984	268	4382	236792	0.863304933	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__RPQK01;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
GD_ZH_contig_7586902.region001	0.0	GD_ZH_bin_226	94.29	7.727	48.0	76637	2894714	80	2930	257087	0.881114509	k__Bacteria (UID3187)	181	0.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__GWC2-42-7;s__	d__Bacteria;p__Nitrospirae;c__;o__;f__;g__;s__															
GD_ZH_contig_7592191.region001	1.49011611938477e-08	GD_ZH_bin_237	95.04	0.99	52.4	49717	3632472	127	2995	154307	0.904387833	p__Bacteroidetes (UID2591)	302	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__B8-G4;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__															
GD_ZH_contig_7615084.region001	0.0	GD_ZH_bin_12	98.79	3.475	67.1	63386	4715509	116	3680	208869	0.886043019	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__GCA-002687715;o__GCA-002687715;f__GCA-002687715;g__;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__															
SD_DY_contig_21552269.region001	2.1073424255447e-08	SD_DY_bin_420	69.09	3.818	55.6	26026	3676086	268	3437	121616	0.888002731	k__Bacteria (UID1452)	163	0.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__Kmv39;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__;g__;s__															
SD_QD_contig_13582417.region001	0.0	SD_QD_bin_139	83.1	0.0	56.2	29225	3314296	163	3161	71455	0.897265711	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter;s__															
HN_SY_contig_30840075.region001	0.396235825885271	HN_SY_bin_30	63.62	0.0	56.5	24881	3436950	195	3212	91051	0.87436701	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2174_A;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction														
GD_ZH_contig_9171408.region001	0.0	GD_ZH_bin_30	92.72	5.181	65.7	30326	5930752	300	5407	104779	0.901096946	k__Bacteria (UID1452)	163	14.29	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__JACQED01;g__JACQED01;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__															
SD_DY_contig_2944661.region001	0.0	SD_DY_bin_337	94.11	5.882	65.5	31106	2447963	147	2398	131390	0.915353971	k__Bacteria (UID3187)	190	25.0	d__Bacteria;p__Desulfobacterota_E;c__MBNT15;o__MBNT15;f__MBNT15;g__GWC2-65-14;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction														
GD_ZH_contig_9330416.region001	0.392449633714543	GD_ZH_bin_202	86.51	0.0	69.0	22752	1844096	108	1943	62896	0.939023395	k__Bacteria (UID1453)	171	0.0	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__;s__	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__;f__;g__;s__															
GD_ZH_contig_11168689.region001	0.381933141802743	GD_ZH_bin_81	95.06	7.51	68.7	47600	5180508	225	4745	204629	0.894228029	p__Proteobacteria (UID3887)	259	4.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__															
GD_ZH_contig_5560556.region001	0.0	GD_ZH_bin_143	51.72	1.724	56.6	54064	3363170	194	2979	224805	0.879747622	k__Bacteria (UID203)	104	100.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRKV01;g__;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__															
JS_LYG_contig_5507689.region001	0.0	JS_LYG_bin_52	65.9	3.939	60.1	16087	4460256	582	4335	109425	0.871087765	k__Bacteria (UID1452)	163	28.57	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAAYZQ01;f__JAAYZQ01;g__;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__															
GX_BH_contig_1021579.region001	0.0	GX_BH_bin_105	95.51	7.066	62.5	56164	4939376	134	4618	215764	0.881631799	c__Gammaproteobacteria (UID4267)	544	2.38	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
GX_BH_contig_10221047.region001	0.0	GX_BH_bin_42	89.95	3.019	69.7	35276	4712649	176	3916	109430	0.912871318	k__Bacteria (UID3187)	188	60.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
FJ_XM_contig_13204604.region001	0.234140664146903	FJ_XM_bin_92	86.29	2.681	57.6	11396	2990257	365	3048	48970	0.919161207	c__Gammaproteobacteria (UID4444)	503	11.11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__															
FJ_XM_contig_16504324.region001	0.378675446807397	FJ_XM_bin_13	70.63	7.229	57.7	15742	2434170	281	2256	54816	0.875858173	c__Gammaproteobacteria (UID4444)	507	80.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Microbulbifer;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Microbulbiferaceae;g__Microbulbifer;s__															
