bgc_name	genome_name	score	Completeness (%)	Contamination (%)	GC (%)	N50 (bp)	Genome length (bp)	# of contigs	# of predicted genes	Longest contig	Coding density	Marker lineage in checkm	# markers in checkm	Strain heterogeneity	GTDB taxonomy	NCBI taxonomy	Metabolic pathways evaluated by KEGG-Decoder module (sulphate reduction bacteria within Deltaproteobacteria and Thermodesulfobacteria, and ammonia oxidation archaea within Thaumarchaeota)	Product Prediction
GD_ZH_contig_20469917.region001	GD_ZH_bin_20	0.543570488930598	93.95	3.26	65.1	61681	4431010	143	4214	174155	0.879419302	c__Alphaproteobacteria (UID3305)	349	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__WHUA01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__		NAGGN
LN_DD_contig_20663041.region002	LN_DD_bin_61	0.5428083422140184	70.18	3.66	56.8	8102	2603044	406	2749	71849	0.929499726	c__Gammaproteobacteria (UID4267)	544	42.31	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__		hydrogen-cyanide
LN_DD_contig_20663041.region001	LN_DD_bin_61	0.5428083422140184	70.18	3.66	56.8	8102	2603044	406	2749	71849	0.929499726	c__Gammaproteobacteria (UID4267)	544	42.31	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__		hydrogen-cyanide
LN_DD_contig_11942500.region001	LN_DD_bin_191	0.5417292827427835	97.3	4.679	61.3	34112	5128804	235	4868	151298	0.88977202	c__Gammaproteobacteria (UID4267)	544	8.7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__UBA11873;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		RiPP-like
SD_QD_contig_10339056.region001	SD_QD_bin_15	0.5395554404837983	88.23	2.053	63.3	63296	3801615	165	3574	189835	0.911150927	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		terpene
LN_DD_contig_1340730.region001	LN_DD_bin_178	0.5393264395941473	86.18	2.937	54.2	20564	3430806	224	3347	73626	0.882615634	c__Gammaproteobacteria (UID4267)	544	21.43	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		ectoine
GD_ZH_contig_14663506.region001	GD_ZH_bin_214	0.5388001723309441	91.31	6.427	69.2	69163	4645897	132	4423	225198	0.889545973	c__Betaproteobacteria (UID3971)	425	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAABRB01;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__		betalactone.arylpolyene
GD_ZH_contig_14663506.region002	GD_ZH_bin_214	0.5388001723309441	91.31	6.427	69.2	69163	4645897	132	4423	225198	0.889545973	c__Betaproteobacteria (UID3971)	425	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAABRB01;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__		RiPP-like
GD_ZH_contig_271760.region001	GD_ZH_bin_95	0.5384549945475893	94.51	1.639	43.2	46615	2976730	103	2434	166906	0.893501864	k__Bacteria (UID2570)	273	33.33	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__SZUA-254;g__DSXQ01;s__	d__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__;f__;g__;s__		terpene
ZJ_WZ_contig_22795467.region001	ZJ_WZ_bin_26	0.5383331900378031	96.64	1.219	57.5	46184	4009500	142	3790	190388	0.878304177	p__Proteobacteria (UID3882)	261	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		NRPS-like
ZJ_WZ_contig_17494129.region001	ZJ_WZ_bin_26	0.5383331804628176	96.64	1.219	57.5	46184	4009500	142	3790	190388	0.878304177	p__Proteobacteria (UID3882)	261	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		hydrogen-cyanide
GD_ZH_contig_4220545.region001	GD_ZH_bin_201	0.5381787760587468	94.75	0.652	55.9	17756	3169294	235	3185	100993	0.893379773	c__Alphaproteobacteria (UID3305)	349	100.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SMXP01;f__SMXP01;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__		RiPP-like
SD_DY_contig_24158636.region001	SD_DY_bin_321	0.5381475490446798	96.19	7.536	67.3	11755	4619174	564	4710	58165	0.870839593	c__Alphaproteobacteria (UID3305)	349	40.91	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__		hydrogen-cyanide
SD_QD_contig_28664982.region001	SD_QD_bin_13	0.5377943573228141	94.95	2.521	61.9	66900	4380380	134	3969	191835	0.899886133	k__Bacteria (UID3187)	190	0.0	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA1149;f__UBA1149;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	Sulphate reduction	betalactone.RiPP-like
ZJ_WZ_contig_10680920.region001	ZJ_WZ_bin_228	0.5377552343924892	96.77	2.214	68.2	44455	3509831	123	3441	138327	0.905522045	k__Bacteria (UID1453)	171	25.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__UBA6912;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__;g__;s__		T1PKS
JS_YC_contig_13093603.region001	JS_YC_bin_42	0.5372367339069943	88.51	6.51	65.6	38264	3973382	200	3796	123855	0.913333847	c__Gammaproteobacteria (UID4267)	544	5.26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		NRPS-like
SD_QD_contig_4890714.region001	SD_QD_bin_209	0.5362318447817294	94.79	0.099	35.4	57212	2875731	99	2855	152373	0.928986386	k__Bacteria (UID3187)	182	0.0	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__		RiPP-like
SD_DY_contig_655463.region001	SD_DY_bin_329	0.5347852752814295	93.82	4.782	65.4	54829	3503187	125	3437	308582	0.892073444	c__Alphaproteobacteria (UID3305)	349	7.69	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__Bin65;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__		terpene
SD_DY_contig_5485583.region001	SD_DY_bin_329	0.5347852752814295	93.82	4.782	65.4	54829	3503187	125	3437	308582	0.892073444	c__Alphaproteobacteria (UID3305)	349	7.69	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__Bin65;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__		betalactone
SD_DY_contig_22674571.region001	SD_DY_bin_329	0.5347852685108923	93.82	4.782	65.4	54829	3503187	125	3437	308582	0.892073444	c__Alphaproteobacteria (UID3305)	349	7.69	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__Bin65;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__		arylpolyene
FJ_XM_contig_20067532.region001	FJ_XM_bin_40	0.5340162532635475	86.86	3.571	46.7	45673	4485280	174	3707	126032	0.926820144	p__Bacteroidetes (UID2605)	316	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__;f__;g__;s__		lassopeptide
FJ_XM_contig_6476499.region001	FJ_XM_bin_40	0.5340162532635475	86.86	3.571	46.7	45673	4485280	174	3707	126032	0.926820144	p__Bacteroidetes (UID2605)	316	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__;f__;g__;s__		RRE-containing
JS_YC_contig_22461621.region001	JS_YC_bin_159	0.5335626829744542	88.27	5.217	61.9	61617	4057120	91	3912	279088	0.884335491	c__Alphaproteobacteria (UID3305)	349	18.75	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__		NRPS-like
SD_DY_contig_13237343.region001	SD_DY_bin_254	0.5329088245978431	93.16	4.7	71.6	25749	6045678	443	4843	133293	0.891707894	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__Mor1;o__SMYD01;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		betalactone
FJ_XM_contig_2813959.region001	FJ_XM_bin_120	0.532506907214595	90.09	8.192	65.6	57062	4117732	122	3860	210423	0.901950424	c__Gammaproteobacteria (UID4274)	581	2.13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		terpene
SD_DY_contig_25547877.region001	SD_DY_bin_291	0.53235947455425	95.37	1.561	65.4	47525	4732566	161	4633	165897	0.89610622	c__Alphaproteobacteria (UID3305)	349	50.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__;s__		NAGGN
LN_DD_contig_19903652.region001	LN_DD_bin_196	0.5321041997366958	92.85	2.634	41.8	47928	4145144	199	3372	130772	0.904449704	p__Bacteroidetes (UID2605)	316	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__JAFGWU01;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__		RRE-containing
JS_LYG_contig_3861536.region001	JS_LYG_bin_140	0.531619922677176	94.16	6.363	54.1	33808	3888220	221	3847	176224	0.89071751	c__Gammaproteobacteria (UID4267)	544	20.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		RiPP-like
SD_DY_contig_922270.region001	SD_DY_bin_203	0.5311181505401484	90.32	1.505	73.9	28602	3943248	204	3699	97281	0.921422904	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__PR03;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction	redox-cofactor
SD_DY_contig_13178059.region001	SD_DY_bin_70	0.5304029516133142	84.48	0.0	66.3	139662	2302571	46	2281	298826	0.935019671	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__JACCXV01;f__;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__		terpene
SD_DY_contig_22735926.region001	SD_DY_bin_460	0.5300953637321035	96.7	4.395	68.8	104674	6672426	243	5829	352262	0.893978118	k__Bacteria (UID2495)	147	25.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__		ectoine
ZJ_WZ_contig_16114896.region001	ZJ_WZ_bin_196	0.529702255819831	97.43	2.617	61.6	147603	4628333	126	3948	452879	0.89560027	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		terpene
SD_DY_contig_7489233.region001	SD_DY_bin_425	0.5281537047638365	74.32	4.263	63.4	37122	3938425	176	3669	106850	0.919877817	c__Gammaproteobacteria (UID4267)	544	8.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		NRPS-like
JS_YC_contig_27076495.region001	JS_YC_bin_56	0.5270888659174469	92.9	5.322	56.9	65781	4969889	293	3810	201144	0.907854924	k__Bacteria (UID2982)	230	0.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	d__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__;f__;g__;s__		RRE-containing
JS_YC_contig_21700320.region001	JS_YC_bin_56	0.5270888659174469	92.9	5.322	56.9	65781	4969889	293	3810	201144	0.907854924	k__Bacteria (UID2982)	230	0.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	d__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__;f__;g__;s__		terpene.arylpolyene
JS_YC_contig_13125580.region001	JS_YC_bin_56	0.5270888659174469	92.9	5.322	56.9	65781	4969889	293	3810	201144	0.907854924	k__Bacteria (UID2982)	230	0.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	d__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__;f__;g__;s__		RRE-containing
JS_YC_contig_803029.region001	JS_YC_bin_56	0.5270888591469096	92.9	5.322	56.9	65781	4969889	293	3810	201144	0.907854924	k__Bacteria (UID2982)	230	0.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	d__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__;f__;g__;s__		RRE-containing
JS_YC_contig_4584440.region001	JS_YC_bin_56	0.5270888563424614	92.9	5.322	56.9	65781	4969889	293	3810	201144	0.907854924	k__Bacteria (UID2982)	230	0.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	d__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__;f__;g__;s__		arylpolyene
HN_SY_contig_6190292.region001	HN_SY_bin_156	0.5270602640514158	88.92	0.562	58.8	32580	2337521	168	2390	122704	0.873273508	o__Rhizobiales (UID3447)	416	33.33	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Hyphomicrobiaceae;g__Methyloceanibacter;s__		RiPP-like
LN_DD_contig_1830857.region001	LN_DD_bin_194	0.526211589343666	97.86	1.388	41.2	62095	2202355	52	2195	215756	0.896549568	c__Betaproteobacteria (UID3888)	387	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__GCA-2401735;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__;s__		RiPP-like
LN_DD_contig_18266370.region001	LN_DD_bin_194	0.526211589343666	97.86	1.388	41.2	62095	2202355	52	2195	215756	0.896549568	c__Betaproteobacteria (UID3888)	387	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__GCA-2401735;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__;s__		terpene
LN_DD_contig_22164709.region001	LN_DD_bin_194	0.526211589343666	97.86	1.388	41.2	62095	2202355	52	2195	215756	0.896549568	c__Betaproteobacteria (UID3888)	387	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__GCA-2401735;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__;s__		redox-cofactor
FJ_XM_contig_36007956.region001	FJ_XM_bin_119	0.5257083234609798	91.72	3.109	64.1	28571	3958555	222	3241	158717	0.918004653	k__Bacteria (UID2982)	230	12.5	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__SLAD01;f__WLWN01;g__;s__	d__Bacteria;p__Kiritimatiellaeota;c__;o__;f__;g__;s__		T3PKS
JS_YC_contig_16027063.region001	JS_YC_bin_146	0.5254225548964877	97.31	1.164	37.7	25004	3598056	256	3112	110219	0.898324016	k__Bacteria (UID2569)	278	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12170;g__UBA12170;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium;s__		betalactone
LN_DD_contig_67352.region001	LN_DD_bin_141	0.5252342601671424	95.45	2.84	67.5	56130	4757397	147	3882	301979	0.881068511	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__;g__;s__		NRPS
LN_DD_contig_15142576.region001	LN_DD_bin_141	0.5252342601671424	95.45	2.84	67.5	56130	4757397	147	3882	301979	0.881068511	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__;g__;s__		terpene
LN_DD_contig_11057742.region001	LN_DD_bin_141	0.5252342466260679	95.45	2.84	67.5	56130	4757397	147	3882	301979	0.881068511	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__;g__;s__		terpene
HN_SY_contig_15494922.region001	HN_SY_bin_90	0.5247858028813576	96.92	4.906	58.1	123373	3557634	79	3272	284661	0.923777616	c__Gammaproteobacteria (UID4202)	481	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__		RiPP-like
ZJ_NB_contig_228189.region001	ZJ_NB_bin_125	0.5232959053039634	97.43	6.41	63.2	162532	2817252	67	2963	334871	0.911784185	k__Bacteria (UID1453)	171	11.11	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__SZUA-217;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__;g__;s__		terpene
SD_DY_contig_88252.region001	SD_DY_bin_449	0.5226550536967568	95.53	2.197	62.8	44612	4483196	243	3685	161211	0.903045699	k__Bacteria (UID2495)	147	0.0	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__WVZY01;f__;g__;s__	d__Bacteria;p__Fibrobacteres;c__Chitinivibrionia;o__;f__;g__;s__		NAGGN
HN_SY_contig_22588944.region001	HN_SY_bin_19	0.5210318275201392	94.87	1.346	62.5	28331	3319689	221	3215	130462	0.917973782	c__Gammaproteobacteria (UID4444)	506	33.33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__		terpene
GD_ZH_contig_7111405.region001	GD_ZH_bin_125	0.5209885547926217	93.1	2.564	58.6	34763	5302984	268	4382	236792	0.863304933	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__RPQK01;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		NRPS-like
GX_BH_contig_10108032.region001	GX_BH_bin_5	0.5207848819904161	94.44	8.618	67.7	36514	5094894	265	4641	135701	0.875975784	c__Gammaproteobacteria (UID4267)	544	1.89	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__		terpene
GX_BH_contig_15115072.region001	GX_BH_bin_5	0.520784875219879	94.44	8.618	67.7	36514	5094894	265	4641	135701	0.875975784	c__Gammaproteobacteria (UID4267)	544	1.89	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__		NAGGN.RiPP-like
JS_YC_contig_3083345.region001	JS_YC_bin_191	0.5204437562482968	93.15	1.19	50.6	59926	4160109	192	3787	174837	0.861558467	c__Deltaproteobacteria (UID3217)	280	0.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulforhopalus;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulforhopalus;s__	Sulphate reduction	hydrogen-cyanide
JS_YC_contig_27526575.region001	JS_YC_bin_191	0.5204437562482968	93.15	1.19	50.6	59926	4160109	192	3787	174837	0.861558467	c__Deltaproteobacteria (UID3217)	280	0.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulforhopalus;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulforhopalus;s__	Sulphate reduction	RiPP-like
JS_YC_contig_11062336.region001	JS_YC_bin_191	0.5204437494777596	93.15	1.19	50.6	59926	4160109	192	3787	174837	0.861558467	c__Deltaproteobacteria (UID3217)	280	0.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulforhopalus;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulforhopalus;s__	Sulphate reduction	RiPP-like
SD_DY_contig_26611918.region001	SD_DY_bin_199	0.5203430874231343	86.02	2.58	74.1	11945	5523413	650	5326	59856	0.921923744	c__Deltaproteobacteria (UID3216)	247	20.0	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	Sulphate reduction	ectoine
SD_DY_contig_18297150.region001	SD_DY_bin_149	0.5202161776374475	89.04	2.272	73.3	18236	6006111	510	4952	78537	0.877696303	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__		hydrogen-cyanide
ZJ_WZ_contig_22870814.region001	ZJ_WZ_bin_53	0.519613488910803	75.38	2.447	64.7	54239	2609760	91	2517	133243	0.910987349	c__Gammaproteobacteria (UID4267)	544	18.18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__J054;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		betalactone
ZJ_WZ_contig_4476482.region001	ZJ_WZ_bin_51	0.5193473065197407	76.63	2.515	62.9	51482	2913482	107	2848	245558	0.920737749	c__Gammaproteobacteria (UID4443)	451	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA2168;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		NAPAA
ZJ_WZ_contig_549677.region001	ZJ_WZ_bin_51	0.5193473065197407	76.63	2.515	62.9	51482	2913482	107	2848	245558	0.920737749	c__Gammaproteobacteria (UID4443)	451	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA2168;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		T1PKS.NRPS
GD_ZH_contig_18666303.region001	GD_ZH_bin_8	0.5193006645039449	95.72	3.418	58.3	39888	5097460	313	4275	176107	0.879048034	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__RPQK01;f__RPQK01;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		betalactone
GD_ZH_contig_6558738.region001	GD_ZH_bin_62	0.5190404125030171	89.5	3.292	69.7	35707	4023192	192	3795	121589	0.899068048	p__Proteobacteria (UID3887)	259	20.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__		hydrogen-cyanide
ZJ_NB_contig_9095850.region001	ZJ_NB_bin_49	0.5186534370222677	83.84	4.597	57.3	50676	6893022	479	5914	167974	0.861300356	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__ARS98;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__		terpene
ZJ_NB_contig_14911987.region001	ZJ_NB_bin_49	0.5186534370222677	83.84	4.597	57.3	50676	6893022	479	5914	167974	0.861300356	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__ARS98;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__		RiPP-like
ZJ_NB_contig_3689460.region001	ZJ_NB_bin_49	0.5186534370222677	83.84	4.597	57.3	50676	6893022	479	5914	167974	0.861300356	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__ARS98;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__		NRPS-like
